0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,label
-473.0221252441406,-7.550003528594971,-27.217416763305664,52.27280044555664,-4.449785232543945,18.11197280883789,-4.134067535400391,12.40070915222168,-10.781633377075195,3.7537710666656494,11.557615280151367,3.298706531524658,-4.111973762512207,15.16057014465332,8.325173377990723,-2.183631420135498,1.4011247158050537,15.41501235961914,-0.06055450439453125,0.5645188689231873,0.9685931205749512,-0.4222241938114166,-0.24644635617733002,0.09254200011491776,0.03533671796321869,-0.003188281087204814,0.02531060017645359,-0.1475180983543396,0.2761557996273041,-0.19445733726024628,-0.06324837356805801,0.10427093505859375,-0.053104519844055176,-0.09865875542163849,0.08712277561426163,0.05092521011829376,-0.014041732996702194,0.012118291109800339,-0.03464781865477562,0.03364013880491257,-0.10188460350036621,0.027853457257151604,0.03559570759534836,-0.04611489549279213,0.06612871587276459,-0.05613293871283531,0.011535059660673141,0.06145459786057472,-0.023048410192131996,-0.09486836194992065,0.04916008189320564,0.03406354784965515,-0.1037333607673645,0.015622947365045547,0.05183613672852516,0.0017745164223015308,0.03816943243145943,-0.06897082924842834,0.04462292045354843,0.03144010901451111,0.14613381028175354,0.13618582487106323,0.1242770329117775,0.22374874353408813,0.9355318546295166,0.5209263563156128,0.2486032098531723,0.14070187509059906,0.12244132906198502,0.09753894805908203,0.10751570761203766,0.13843229413032532,0.0030900368001312017,4013.178117514836,2248.872861808501,6385.791015625,0.30371997974537035,20
-446.5333557128906,60.933773040771484,-44.075740814208984,58.92522048950195,25.943801879882812,-2.686986207962036,-7.284455299377441,4.772706031799316,-6.787109375,-5.715591907501221,-5.940210342407227,-3.7452425956726074,-9.82376480102539,0.1390104591846466,6.240591526031494,-2.0255391597747803,-7.711038112640381,-0.2153727263212204,-4.0162248611450195,1.8586481809616089,1.9613267183303833,0.22166232764720917,-0.09674550592899323,0.23181727528572083,-0.0040388284251093864,-0.07073580473661423,-0.06770380586385727,-0.011258871294558048,-0.018236521631479263,-0.02739972248673439,-0.03283391147851944,-0.00021259431377984583,0.008133040741086006,0.04623974859714508,0.0212397538125515,0.03801324591040611,0.0019163996912539005,0.004342933651059866,-0.00012263766257092357,0.010680153034627438,-0.2617563009262085,-0.11520108580589294,0.059784647077322006,-0.04864585027098656,-0.007240299601107836,0.0656341016292572,-0.015372775495052338,-0.0048411996103823185,0.051787640899419785,3.7970366975059733e-06,0.007493076380342245,0.03260599449276924,-0.003400383284315467,-0.012102347798645496,-0.01945197582244873,0.019578514620661736,-0.0037689562886953354,-0.005851429887115955,0.022556079551577568,0.011265574023127556,0.40400874614715576,0.363269567489624,0.5612980723381042,0.4688056707382202,0.3474607467651367,0.27874353528022766,0.32109856605529785,0.374680757522583,0.33969756960868835,0.25847387313842773,0.20316798985004425,0.3726568818092346,0.005621667951345444,2823.245096481954,1893.9499248662182,4280.122884114583,0.23786756727430555,25
-213.1246795654297,7.496705055236816,-122.2744140625,-17.998653411865234,-23.570133209228516,-6.498439311981201,-7.553620338439941,-1.9112004041671753,-13.929536819458008,2.351531744003296,6.427091121673584,0.4456224739551544,-1.2116079330444336,5.232686519622803,-3.955437660217285,-0.24270474910736084,-3.2189364433288574,1.4209963083267212,-4.1510419845581055,-2.148617744445801,1.4187458753585815,-0.0439547598361969,-0.306652307510376,-0.1061764657497406,-0.02831326611340046,-0.04926503077149391,-0.09234462678432465,0.06159401684999466,-0.005224347114562988,0.046802811324596405,-0.03409991040825844,-0.023701580241322517,0.015541537664830685,0.05707865208387375,-0.05849054083228111,0.048846013844013214,0.03136633336544037,-0.03888702020049095,0.04610161855816841,0.03751614689826965,-1.103453278541565,0.036768678575754166,0.44812771677970886,0.14134304225444794,0.2225535660982132,0.054567888379096985,0.05759809538722038,0.0717591643333435,0.027068808674812317,0.025419220328330994,-0.07744131982326508,-0.0930255800485611,-0.025091512128710747,0.0018787086009979248,-0.02245396561920643,0.032451946288347244,0.03598218038678169,0.002597729442641139,0.0188649520277977,-0.026049485430121422,0.3164222240447998,0.3250105381011963,0.3064066469669342,0.4414701461791992,0.5813427567481995,0.5826245546340942,0.5626617074012756,0.4860050678253174,0.3161662518978119,0.2655707895755768,0.27973493933677673,0.29914823174476624,0.07005816698074341,2910.4563644115224,1881.0161158238338,4628.741455078125,0.2110573097511574,18
-475.84503173828125,-36.6236686706543,-77.45206451416016,40.45083999633789,-36.37117004394531,-29.2840518951416,-1.2327359914779663,-17.855234146118164,-21.815229415893555,-4.679263114929199,-8.645882606506348,-1.6809519529342651,-3.1386055946350098,5.2270612716674805,7.212080955505371,4.010979652404785,-2.588846445083618,2.5605950355529785,-1.0457189083099365,1.5123019218444824,0.4579623341560364,-0.06694740802049637,-0.13819725811481476,0.07819913327693939,0.03721926361322403,-0.09122420847415924,-0.10228285938501358,-0.005716806277632713,0.006265751086175442,-0.037208594381809235,-0.06596516817808151,-0.014668631367385387,0.007180091924965382,0.019866060465574265,0.053216710686683655,0.048880066722631454,0.013129648752510548,0.00539981946349144,-0.06434936076402664,-0.018330557271838188,-0.4278084635734558,-5.3202460549073294e-05,0.07667352259159088,0.04087401553988457,0.03624064475297928,0.03684335947036743,0.04871394857764244,0.015225779265165329,0.012768318876624107,0.024654267355799675,0.026310674846172333,0.017705092206597328,0.010053688660264015,0.0051009776070714,-0.018357738852500916,-0.017635319381952286,0.02150380238890648,0.015621592290699482,-0.02552560716867447,-0.005431242752820253,0.3891140818595886,0.28979289531707764,0.27919188141822815,0.2781454622745514,0.30488255620002747,0.3537856638431549,0.36322107911109924,0.4293625056743622,0.4697582423686981,0.4117955267429352,0.4671761095523834,0.545535147190094,0.022369572892785072,3789.34851886106,1751.2380196543138,5547.220203488372,0.3020852258963178,5
-224.94520568847656,34.28541564941406,-28.6231689453125,-4.8162922859191895,-13.692145347595215,8.072296142578125,-1.3202019929885864,5.867993354797363,8.288297653198242,4.3412089347839355,-3.8782107830047607,-0.08714670687913895,-0.24159091711044312,6.052637577056885,-1.1420950889587402,1.9663808345794678,-5.67490816116333,2.4115755558013916,0.1282903105020523,3.231210470199585,0.03434586152434349,0.0628383681178093,0.015425444580614567,0.05973847210407257,-0.005531204864382744,0.02730255015194416,0.019799331203103065,-0.02347165159881115,-0.062118690460920334,-0.0014410880394279957,0.04360458254814148,-0.04102061316370964,0.0155694130808115,0.01759071834385395,-0.009737377054989338,0.021011145785450935,-0.010205882601439953,-0.016719911247491837,-0.016995543614029884,-0.013874835334718227,-0.04111512377858162,-0.05514364689588547,-0.024449612945318222,0.03456520661711693,-0.04334307089447975,0.05255579203367233,0.005877662915736437,-0.022593656554818153,0.008056558668613434,-0.04916786402463913,0.02078825607895851,0.025467457249760628,-0.035593416541814804,0.0034078380558639765,0.013703986071050167,0.00306467292830348,0.015988433733582497,0.013039560057222843,-0.006504277233034372,0.0060056159272789955,0.6318312883377075,0.47503218054771423,0.49094587564468384,0.43044498562812805,0.4477092921733856,0.4847058951854706,0.5029159188270569,0.486002117395401,0.5291792154312134,0.6666302680969238,0.5695796012878418,0.6773528456687927,0.013913790695369244,3870.864017874735,2780.1534140615904,7202.8065999348955,0.2891257957175926,1
-399.06878662109375,89.67637634277344,-43.540924072265625,53.20307922363281,-34.94968795776367,35.20001983642578,-25.79052734375,31.77912139892578,-27.4459228515625,25.643287658691406,-22.035200119018555,18.785213470458984,-13.520851135253906,12.631525993347168,-7.19959831237793,6.985599040985107,-7.503042697906494,1.002272605895996,0.6485023498535156,-3.338156223297119,1.8220548629760742,0.17916668951511383,-0.1715020388364792,0.08068471401929855,-0.08447341620922089,0.13390199840068817,-0.11616339534521103,0.09293008595705032,-0.06523831933736801,0.057261038571596146,-0.10094393789768219,0.12468437850475311,0.034977998584508896,0.06077094376087189,-0.04906241223216057,0.005800873972475529,-0.07304448634386063,0.006664322689175606,0.010927022434771061,0.00978123303502798,-1.0042805671691895,-0.11699257791042328,0.07108429819345474,-0.1191052570939064,0.08673914521932602,-0.08037620037794113,0.07388604432344437,-0.056471578776836395,0.07182867079973221,-0.05893426015973091,0.05050833523273468,-0.03129662945866585,0.07730978727340698,-0.03213188797235489,-0.0033063292503356934,-0.04294035583734512,0.005155525635927916,0.007085294462740421,0.04903634265065193,0.041099030524492264,0.5999557971954346,0.5191242098808289,0.5229964256286621,0.48964935541152954,0.4958136975765228,0.5376679301261902,0.5004580020904541,0.5114985108375549,0.5848262310028076,0.593863308429718,0.641173243522644,0.6846877336502075,0.003611076856032014,2982.541243712686,2379.0921788137907,5919.8862711588545,0.20991346571180555,43
-430.10589599609375,-11.664508819580078,-65.55845642089844,21.847566604614258,-40.121089935302734,-10.77450180053711,-13.29081916809082,-25.102453231811523,-14.276140213012695,-7.963428497314453,-17.86391258239746,5.048264503479004,-11.028157234191895,2.804334878921509,4.506068706512451,-3.6153337955474854,-3.122495412826538,5.055461406707764,4.536825656890869,0.738916277885437,0.5789419412612915,-0.38887786865234375,0.12019718438386917,0.3782840371131897,-0.13609546422958374,0.016850806772708893,0.021398648619651794,-0.1376737356185913,-0.057152096182107925,-0.2430819422006607,-0.11728535592556,0.10112953186035156,-0.19675379991531372,0.11802899092435837,0.03733176738023758,0.017233598977327347,0.029579507187008858,-0.05299866944551468,0.05143563076853752,-0.035196155309677124,-0.6196635365486145,0.355421781539917,-0.030681336298584938,-0.13877235352993011,0.166961207985878,-0.007715865503996611,-0.04907655715942383,0.13240845501422882,-0.09331372380256653,0.030145790427923203,0.06710199266672134,-0.2065361887216568,0.13725249469280243,0.0035740137100219727,-0.03392051160335541,0.013585029169917107,0.04803163930773735,-0.04110677167773247,0.034059926867485046,0.014217265881597996,0.4211336076259613,0.4233873784542084,0.4586593210697174,0.3413124680519104,0.36159053444862366,0.43383222818374634,0.276691198348999,0.23539775609970093,0.289069265127182,0.3428453207015991,0.37621009349823,0.49129268527030945,0.021679852157831192,3704.084723762077,1864.3350357574839,5367.4997965494795,0.3099297417534722,9
-468.81707763671875,58.93385314941406,-29.772632598876953,40.43280029296875,20.915525436401367,17.54783058166504,-7.997729778289795,-13.236064910888672,-4.773115158081055,0.07430418580770493,-2.44146466255188,8.03896713256836,0.17260724306106567,6.855367660522461,1.078465461730957,4.2804179191589355,3.028951406478882,2.3163182735443115,-2.958112955093384,3.234333038330078,1.3409056663513184,0.40132901072502136,-0.16351987421512604,0.20553795993328094,0.15770772099494934,0.1180790439248085,-0.04473724961280823,-0.048421427607536316,0.024805741384625435,-0.019611772149801254,-0.028569499030709267,0.01775175705552101,0.009273456409573555,-0.0022439516615122557,-0.00911500584334135,0.03340102732181549,0.025966592133045197,0.011442978866398335,-0.033840686082839966,0.05561518296599388,0.0021023419685661793,-0.010698809288442135,-0.022180654108524323,-0.003575586713850498,0.001694091479294002,0.000685030419845134,0.03337930515408516,-0.0018889035563915968,-0.026048867031931877,0.018129250034689903,0.009883644059300423,-0.00048787693958729506,0.002942583989351988,0.007368662394583225,-0.01335043366998434,0.008563467301428318,0.02148842252790928,0.012366222217679024,0.005906944628804922,-0.012420601211488247,0.5246155858039856,0.5013474225997925,0.4106607139110565,0.3121381103992462,0.3692135214805603,0.41106531023979187,0.3901456892490387,0.4747830629348755,0.3766639828681946,0.4058838188648224,0.6721599102020264,0.5469338297843933,0.0033361129462718964,2871.731101402997,2287.7165889444755,5071.763955393145,0.20945240495391704,40
-289.11282178233387,-26.446470459685067,-8.721460668941152,22.405635957883717,-14.361624120792667,3.1757511677916432,0.39088811763256054,-1.1924224644521844,3.825387132003177,-3.9711746658533684,0.29398767607703696,2.706107763961413,-1.6760309511123423,-0.07121151920877188,2.495478606669996,-1.8608895850161689,0.8572732501794775,1.394138824230042,-2.1625378570054306,1.3853551204424424,0.1369397032511515,-0.06759277712844887,-0.09413835659962268,0.1151547939283544,-0.012134141419106978,-0.08096091043949162,0.06962850370558328,0.023373681248407815,-0.05731732801479334,0.041475937252729383,0.014363869765277008,-0.07960207616284568,-0.007479240313580209,0.00127677162261962,0.008897533268602716,0.056720229446896954,0.0239282597313687,-0.029908970003722366,-0.01873784154172315,0.014887753348385144,-0.08466728765969353,0.00017096146358613277,0.001100301273843449,-0.0011253669156058494,-0.02690110243909543,0.009024830251605684,-0.006774167296249504,-0.00500954214145044,0.002319102317556885,-0.029129343687625316,-0.02470382667152457,0.009348425605290301,0.01523958365396699,0.0019407064850015903,0.011991625979614657,0.0067402514352195,0.006894347072105085,0.01935899878497862,0.03090939161776908,-0.011711893334470666,0.60669243080166,0.6574713680342361,0.5580522203634003,0.5853061376906274,0.5246992613024816,0.5228338710506535,0.44060762581442114,0.45563004924274725,0.43474044880269,0.3963333099728765,0.40224480643965577,0.4324674104959502,0.014314640313386917,5179.665513503844,2596.924133388843,8153.30810546875,0.44358091001157407,1
-477.0755920410156,-4.175324440002441,-82.68496704101562,6.014984607696533,-69.25572204589844,-7.413974761962891,-26.745813369750977,-15.460223197937012,-46.284305572509766,7.543807029724121,-11.538895606994629,4.426614284515381,9.816642761230469,0.39562466740608215,11.121771812438965,7.822652339935303,-0.3861463963985443,-2.673146963119507,0.06700176000595093,2.1353979110717773,0.4613937735557556,0.01922694779932499,-0.03090067207813263,-0.004935435485094786,-0.04564101621508598,0.029809461906552315,-0.0767424926161766,0.0026116282679140568,-0.13806292414665222,0.005392650607973337,-0.060756053775548935,-0.04682198539376259,-0.015373003669083118,-0.013099302537739277,0.08761637657880783,0.04392513260245323,-0.0026458855718374252,0.02537813037633896,0.012934154830873013,-0.0026557710953056812,-0.568688154220581,-0.03299012407660484,0.11626868695020676,0.07304666936397552,0.09600362181663513,-0.007180726155638695,0.08842650055885315,0.02084909938275814,0.09261327236890793,-0.022449782118201256,0.06559979170560837,0.021298682317137718,0.029121505096554756,0.008911802433431149,-0.025085246190428734,0.002549524651840329,0.0004315243859309703,-0.01591198332607746,-0.004667650908231735,-0.004215034190565348,0.2599846124649048,0.2569303810596466,0.25295472145080566,0.2364046275615692,0.25689560174942017,0.2402361035346985,0.21057675778865814,0.23088061809539795,0.3423953652381897,0.6166847944259644,0.5206932425498962,0.31101709604263306,0.007409682031720877,3756.941279130929,1873.4034523015498,5866.701253255208,0.3388988353587963,47
